"liste_gene_cible_par_individu","code_station","lat_deg_dec","long_deg_dec","code_lot_materiel","taxname_lot","code_ind_tri_morpho","code_ind_biomol","taxname_sqc_ass"
"COI;AM4;OPS2;16S;28S","RUDRON","42.7023","-3.91793","PROASELLUS_CANTABRICUS|RUDRON_201010","PROASELLUS_CANTABRICUS","PROASELLUS_CANTABRICUS|RUDRON_201010[1]PCanM1","Pcantabricus|RUDRON_201010_1ID","PROASELLUS_EBRENSIS"
"16S;28S;COI;AM4","RUDRON","42.7023","-3.91793","BRAGASELLUS_LAGARIOIDES|RUDRON_201010","BRAGASELLUS_LAGARIOIDES","BRAGASELLUS_LAGARIOIDES|RUDRON_201010[1]BLR1","Blagarioides|RUDRON_201010_1ID","BRAGASELLUS_LAGARIOIDES"
"COI;16S;16S;COI;COI;AM4;28S","SABRE","43.368559","5.917965","PROASELLUS_SYNASELLOIDES|SABRE_201101","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|SABRE_201101[B]PSSa1","Psynaselloides|SABRE_201101_1","PROASELLUS_SYNASELLOIDES"
"AM4;16S;COI;28S","SAJA","43.12104","-4.2923","PROASELLUS_STOCKI_CF|SAJA_201010","PROASELLUS_STOCKI_CF","PROASELLUS_STOCKI_CF|SAJA_201010[B]PSkS2","PstockiCF|SAJA_201010_2","PROASELLUS_STOCKI_CF"
"28S;COI;16S;OPS2;AM4;AM4;OPS1;OPS1","SAJA","43.12104","-4.2923","PROASELLUS_STOCKI_CF|SAJA_201010","PROASELLUS_STOCKI_CF","PROASELLUS_STOCKI_CF|SAJA_201010[1]PSkS1","PstockiCF|SAJA_201010_1ID","PROASELLUS_STOCKI_CF"
"OPS2;COI;28S;AM4;OPS1;16S","SALAR","37.14075","-4.06587","PROASELLUS_ESCOLAI|SALAR_200910","PROASELLUS_ESCOLAI","PROASELLUS_ESCOLAI|SALAR_200910[1v]PEcS1","Pescolai|SALAR_200910_1ID","PROASELLUS_ESCOLAI"
"OPS1;OPS2;OPS2;16S;COI;28S;AM4","SALAR","37.14075","-4.06587","PROASELLUS_ESCOLAI|SALAR_200910","PROASELLUS_ESCOLAI","PROASELLUS_ESCOLAI|SALAR_200910[Bv]PEcS2","Pescolai|SALAR_200910_2","PROASELLUS_ESCOLAI"
"16S;28S;AM4;28S;COI","SANGUINI","44.252","6.77326","PROASELLUS_N_SP_SANGUINIERES|SANGUINI_200908","PROASELLUS_N_SP_SANGUINIERES","PROASELLUS_N_SP_SANGUINIERES|SANGUINI_200908[1]PspS1","PnspSanguinieres|SANGUINI_200908_1ID","PROASELLUS_N_SP_SANGUINIERES"
"COI;16S;28S;AM4;COI","SAUVEGAR","43.94056","3.95","PROASELLUS_CAVATICUS|SAUVEGAR_000000","PROASELLUS_CAVATICUS","PROASELLUS_CAVATICUS|SAUVEGAR_000000[INCONNU]PBS2_exPCS7","Pcavaticus|SAUVEGAR_000000_2PCS7","PROASELLUS_BOUI"
"16S;COI;28S;AM4","SAUVEGAR","43.94056","3.95","PROASELLUS_BOUI|SAUVEGAR_000000","PROASELLUS_BOUI","PROASELLUS_BOUI|SAUVEGAR_000000[Z]PBS1","Pboui|SAUVEGAR_000000_1ID","PROASELLUS_BOUI"
"OPS1;COI;COI;28S;28S;AM4;16S;OPS1","SAUVEGAR","43.94056","3.95","PROASELLUS_CAVATICUS|SAUVEGAR_000000","PROASELLUS_CAVATICUS","PROASELLUS_CAVATICUS|SAUVEGAR_000000[6]PCS10","Pcavaticus|SAUVEGAR_000000_10ID","PROASELLUS_CAVATICUS"
"16S;16S;28S;28S;COI;AM4;OPS1;OPS1","SCENOIRE","47.32083","6.439167","PROASELLUS_STROUHALI|SCENOIRE_200707","PROASELLUS_STROUHALI","PROASELLUS_STROUHALI|SCENOIRE_200707[C]PStN2","Pstrouhali|SCENOIRE_200707_2","PROASELLUS_STROUHALI"
"COI;AM4;16S;28S","SEJNANES","37.173487","9.447971","PROASELLUS_COXALIS|SEJNANES_200707","PROASELLUS_COXALIS","PROASELLUS_COXALIS|SEJNANES_200707[1]PCoSj1","Pcoxalis|SEJNANES_200707_1ID","PROASELLUS_COXALIS"
"AM4;28S;16S;COI","SIPANFON","42.18312","-0.2659","PROASELLUS_LESCHERAE_CF|SIPANFON_200906","PROASELLUS_LESCHERAE_CF","PROASELLUS_LESCHERAE_CF|SIPANFON_200906[B.]PLeF1","Plescherae|SIPANFON_200906_1","PROASELLUS_LESCHERAE"
"AM4;28S;28S;16S;28S;AM4;16S;COI","SNJETICA","43.29073","18.25061","PROASELLUS_ANOPHTALMUS_LONGISETUS|SNJETICA_201107","PROASELLUS_ANOPHTALMUS_LONGISETUS","PROASELLUS_ANOPHTALMUS_LONGISETUS|SNJETICA_201107[1]PAnSn1","Panophtalmuslongisetus|SNJETICA_201107_1ID","PROASELLUS_ANOPHTALMUS_LONGISETUS"
"16S;28S;COI;AM4","SOLENZA","41.8662","9.38766","STENASELLUS_RACOVITZAI|SOLENZA_200908","STENASELLUS_RACOVITZAI","STENASELLUS_RACOVITZAI|SOLENZA_200908[1]SRS1","Sracovitzai|SOLENZA_200908_1ID","STENASELLUS_RACOVITZAI"
"28S;AM4;16S;COI","SONNLEI","47.84972","13.32094","PROASELLUS_STROUHALI|SONNLEI_201009","PROASELLUS_STROUHALI","PROASELLUS_STROUHALI|SONNLEI_201009[B]PStMo1","Pstrouhali|SONNLEI_201009_1","PROASELLUS_STROUHALI"
"16S;AM4;AM4;28S;28S;COI;COI","SOPOCANI","43.11556","20.37042","PROASELLUS_ANOPHTALMUS_RASCICUS|SOPOCANI_201107","PROASELLUS_ANOPHTALMUS_RASCICUS","PROASELLUS_ANOPHTALMUS_RASCICUS|SOPOCANI_201107[1]PAnSo1","Panophtalmusrascicus|SOPOCANI_201107_1ID","PROASELLUS_ANOPHTALMUS_RASCICUS"
"AM4;COI;COI;16S;28S;28S","SOPOCANI","43.11556","20.37042","PROASELLUS_ANOPHTALMUS_RASCICUS|SOPOCANI_201107","PROASELLUS_ANOPHTALMUS_RASCICUS","PROASELLUS_ANOPHTALMUS_RASCICUS|SOPOCANI_201107[2]PAnSo2","Panophtalmusrascicus|SOPOCANI_201107_2ID","PROASELLUS_ANOPHTALMUS_RASCICUS"
"16S;OPS1;28S;AM4;OPS2;COI","SORBA","44.24783","9.47847","PROASELLUS_LIGUSTICUS|SORBA_200904","PROASELLUS_LIGUSTICUS","PROASELLUS_LIGUSTICUS|SORBA_200904[1]PLM1","Pligusticus|SORBA_200904_1ID","PROASELLUS_LIGUSTICUS"
"COI;AM4;16S;28S","SOSPEL","43.8931","7.42103","PROASELLUS_N_SP_SOSPEL|SOSPEL_200908","PROASELLUS_N_SP_SOSPEL","PROASELLUS_N_SP_SOSPEL|SOSPEL_200908[1]PspBS1","PnspSospel|SOSPEL_200908_1ID","PROASELLUS_N_SP_SOSPEL"
"16S;AM4;28S;COI;28S","SOSPEL","43.8931","7.42103","PROASELLUS_N_SP_SOSPEL|SOSPEL_200908","PROASELLUS_N_SP_SOSPEL","PROASELLUS_N_SP_SOSPEL|SOSPEL_200908[J]PspBS4","PnspSospel|SOSPEL_200908_4","PROASELLUS_N_SP_SOSPEL"
"16S;OPS1;28S;AM4;COI;OPS1;28S","SOUGEAL","48.511434","-1.506315","PROASELLUS_MERIDIANUS|SOUGEAL_000000","PROASELLUS_MERIDIANUS","PROASELLUS_MERIDIANUS|SOUGEAL_000000[B]PMS2","Pmeridianus|SOUGEAL_000000_2","PROASELLUS_MERIDIANUS"
"16S;AM4;28S;COI","SOURVALL","43.29985","-3.42018","STENASELLUS_VIREI_BUCHNERI|SOURVALL_200906","STENASELLUS_VIREI_BUCHNERI","STENASELLUS_VIREI_BUCHNERI|SOURVALL_200906[B]SVBR1","Svireibuchneri|SOURVALL_200906_1","STENASELLUS_VIREI_BUCHNERI"
"AM4;16S;COI;28S","SOURVALL","43.29985","-3.42018","PROASELLUS_GRAFI|SOURVALL_200906","PROASELLUS_GRAFI","PROASELLUS_GRAFI|SOURVALL_200906[B]PGCS1_PGS1","Pgrafi|SOURVALL_200906_1","PROASELLUS_GRAFI"
"28S;AM4;COI;16S","SPUZBOGI","42.481205","19.180705","PROASELLUS_N_SP_DLAJAM|SPUZBOGI_201107","PROASELLUS_N_SP_DLAJAM","PROASELLUS_N_SP_DLAJAM|SPUZBOGI_201107[2]PspDS2","PnspDlajam|SPUZBOGI_201107_2ID","PROASELLUS_N_SP_DLAJAM"
"28S;16S;COI;AM4","SPUZBOGI","42.481205","19.180705","PROASELLUS_N_SP_DLAJAM|SPUZBOGI_201107","PROASELLUS_N_SP_DLAJAM","PROASELLUS_N_SP_DLAJAM|SPUZBOGI_201107[1]PspDS1","PnspDlajam|SPUZBOGI_201107_1ID","PROASELLUS_N_SP_DLAJAM"
"AM4;16S;28S;COI","SPUZONCL","42.52751","19.21903","PROASELLUS_N_SP_SPUZ|SPUZONCL_201107","PROASELLUS_N_SP_SPUZ","PROASELLUS_N_SP_SPUZ|SPUZONCL_201107[2]PAnSz2","PnspSpuz|SPUZONCL_201107_2ID","PROASELLUS_N_SP_SPUZ"
"16S;AM4;28S;COI","SPUZONCL","42.52751","19.21903","PROASELLUS_N_SP_SPUZ|SPUZONCL_201107","PROASELLUS_N_SP_SPUZ","PROASELLUS_N_SP_SPUZ|SPUZONCL_201107[1]PAnSz1","PnspSpuz|SPUZONCL_201107_1ID","PROASELLUS_N_SP_SPUZ"
"16S;COI;28S;AM4","SPUZSPRI","42.51107","19.19921","PROASELLUS_ANOPHTALMUS|SPUZSPRI_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|SPUZSPRI_201107[2]PAnSp2","Panophtalmus|SPUZSPRI_201107_2ID","PROASELLUS_ANOPHTALMUS"
"AM4;28S;COI;COI;16S","STENSAN","56.428","12.873","PROASELLUS_BANYULENSIS_BANYULENSIS|STENSAN_200811","PROASELLUS_BANYULENSIS_BANYULENSIS","PROASELLUS_BANYULENSIS_BANYULENSIS|STENSAN_200811[1]PCoSt2","Pcoxalis|STENSAN_200811_2ID","PROASELLUS_COXALIS"
"OPS1;16S;AM4;28S;COI;OPS2","STEPAN2","45.55225","13.85515","PROASELLUS_ISTRIANUS|STEPAN2_201009","PROASELLUS_ISTRIANUS","PROASELLUS_ISTRIANUS|STEPAN2_201009[1]PIsS2","Pistrianus|STEPAN2_201009_2ID","PROASELLUS_ISTRIANUS"
"28S;AM4;16S;28S;COI;OPS1;OPS1","STEREINE","48.64528","5.941944","PROASELLUS_CAVATICUS|STEREINE_200807","PROASELLUS_CAVATICUS","PROASELLUS_CAVATICUS|STEREINE_200807[1]PCR1","Pcavaticus|STEREINE_200807_1ID","PROASELLUS_CAVATICUS"
"AM4;16S;COI;28S","STERPO","45.90291","13.04147","PROASELLUS_PAVANI|STERPO_201008","PROASELLUS_PAVANI","PROASELLUS_PAVANI|STERPO_201008[B]PPvS3","Ppavani|STERPO_201008_3","PROASELLUS_PAVANI"
"16S;COI;28S;AM4","STERPO","45.90291","13.04147","PROASELLUS_PAVANI|STERPO_201008","PROASELLUS_PAVANI","PROASELLUS_PAVANI|STERPO_201008[1]PPvS1","Ppavani|STERPO_201008_1ID","PROASELLUS_PAVANI"
"AM4;16S;COI;28S","STMART2","44.08318","7.24472","PROASELLUS_N_SP_BOREON|STMART2_200904","PROASELLUS_N_SP_BOREON","PROASELLUS_N_SP_BOREON|STMART2_200904[F]IspM1","PnspBoreon|STMART2_200904_1","PROASELLUS_N_SP_BOREON"
"28S;AM4;16S;COI","STORARDA","44.806775","9.819051","PROASELLUS_INTERMEDIUS_AFF|STORARDA_201504","PROASELLUS_INTERMEDIUS_AFF","PROASELLUS_INTERMEDIUS_AFF|STORARDA_201504[A2]PIS2","PintermediusAFF|STORARDA_201504_2ID","PROASELLUS_INTERMEDIUS_AFF"
"COI;28S;AM4;16S;COI","STORARDA","44.806775","9.819051","PROASELLUS_N_SP_ARDA|STORARDA_201504","PROASELLUS_N_SP_ARDA","PROASELLUS_N_SP_ARDA|STORARDA_201504[F1]PspAS2","PnspArda|STORARDA_201504_2","PROASELLUS_N_SP_ARDA"
"28S;16S;AM4;COI","STORARDA","44.806775","9.819051","PROASELLUS_INTERMEDIUS_AFF|STORARDA_201504","PROASELLUS_INTERMEDIUS_AFF","PROASELLUS_INTERMEDIUS_AFF|STORARDA_201504[A1]PIS1","PintermediusAFF|STORARDA_201504_1ID","PROASELLUS_INTERMEDIUS_AFF"
"16S;28S;COI;COI;AM4","STORARDA","44.806775","9.819051","PROASELLUS_N_SP_ARDA|STORARDA_201504","PROASELLUS_N_SP_ARDA","PROASELLUS_N_SP_ARDA|STORARDA_201504[B1]PspAS1","PnspArda|STORARDA_201504_1","PROASELLUS_N_SP_ARDA"
"COI;28S;AM4;16S;AM4","STUDENCI","43.180176","17.607544","PROASELLUS_ANOPHTALMUS|STUDENCI_201404","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|STUDENCI_201404[A1]PAnSt1","Panophtalmus|STUDENCI_201404_1ID","PROASELLUS_ANOPHTALMUS"
"16S;28S;AM4;COI","STYLOSS2","35.434077","24.125927","PROASELLUS_N_SP_STYLOSS2|STYLOSS2_201610","PROASELLUS_N_SP_STYLOSS2","PROASELLUS_N_SP_STYLOSS2|STYLOSS2_201610[B1]PCoSy1","Psp|STYLOSS2_201610_1","PROASELLUS_COXALIS"
"AM4;28S;COI;16S","STYLOSS2","35.434077","24.125927","PROASELLUS_N_SP_STYLOSS2|STYLOSS2_201610","PROASELLUS_N_SP_STYLOSS2","PROASELLUS_N_SP_STYLOSS2|STYLOSS2_201610[B3]PCoSy3","Psp|STYLOSS2_201610_3","PROASELLUS_COXALIS"
"16S;COI;AM4;28S;28S","SUMIDORS","38.88048","-0.68871","BRAGASELLUS_LAGARI|SUMIDORS_200910","BRAGASELLUS_LAGARI","BRAGASELLUS_LAGARI|SUMIDORS_200910[1']BLaS1","Blagari|SUMIDORS_200910_1ID","BRAGASELLUS_LAGARI"
"28S;AM4;AM4;16S;COI","TALIMA","39.987799","-8.384642","PROASELLUS_SP|TALIMA_200901","PROASELLUS_SP","PROASELLUS_SP|TALIMA_200901[1F]PspTa1","Psp|TALIMA_200901_1FID","PROASELLUS_LUSITANICUS"
"COI;28S;AM4;16S","TENDEAV","44.072835","7.596726","PROASELLUS_N_SP_TENDE|TENDEAV_201108","PROASELLUS_N_SP_TENDE","PROASELLUS_N_SP_TENDE|TENDEAV_201108[1]PspT1","PnspTende|TENDEAV_201108_1ID","PROASELLUS_N_SP_TENDE"
"28S;16S;AM4;COI;COI","THEOULE","43.26361","5.959722","PROASELLUS_SYNASELLOIDES|THEOULE_200810","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|THEOULE_200810[1]PSFT2","Psynaselloides|THEOULE_200810_2ID","PROASELLUS_SYNASELLOIDES"
"16S;AM4;28S;COI","TOJOS","43.15919","-4.25163","SYNASELLUS_N_SP_TOJOS|TOJOS_201010","SYNASELLUS_N_SP_TOJOS","SYNASELLUS_N_SP_TOJOS|TOJOS_201010[B]SyspT2","SYnspTojos|TOJOS_201010_2","SYNASELLUS_N_SP_TOJOS"
"28S;AM4;16S;COI;28S","TOJOS","43.15919","-4.25163","STENASELLUS_VIREI_BUCHNERI|TOJOS_201010","STENASELLUS_VIREI_BUCHNERI","STENASELLUS_VIREI_BUCHNERI|TOJOS_201010[1]SVBT1","Svireibuchneri|TOJOS_201010_1ID","STENASELLUS_VIREI_BUCHNERI"
"COI;16S;28S;AM4","TOJOS","43.15919","-4.25163","SYNASELLUS_N_SP_TOJOS|TOJOS_201010","SYNASELLUS_N_SP_TOJOS","SYNASELLUS_N_SP_TOJOS|TOJOS_201010[1]SyspT1","SYnspTojos|TOJOS_201010_1ID","SYNASELLUS_N_SP_TOJOS"
"COI;16S;28S;AM4","TORRACA","43.882054","7.433185","PROASELLUS_N_SP_MAGLIA|TORRACA_201409","PROASELLUS_N_SP_MAGLIA","PROASELLUS_N_SP_MAGLIA|TORRACA_201409[A1]PspTm1","PnspMaglia|TORRACA_201409_1ID","PROASELLUS_N_SP_MAGLIA"
"AM4;28S;COI;16S","TORRACA","43.882054","7.433185","PROASELLUS_N_SP_MAGLIA|TORRACA_201409","PROASELLUS_N_SP_MAGLIA","PROASELLUS_N_SP_MAGLIA|TORRACA_201409[F1]PspTm2","PnspMaglia|TORRACA_201409_2","PROASELLUS_N_SP_MAGLIA"
"AM4;16S;COI;28S","TREBICGR","45.685327","13.833536","ASELLUS_KOSSWIGI|TREBICGR_200001","ASELLUS_KOSSWIGI","ASELLUS_KOSSWIGI|TREBICGR_200001[A2]AKT2","Akosswigi|TREBICGR_200001_2","ASELLUS_KOSSWIGI"
"28S;AM4;16S;OPS1;OPS1;28S;COI;16S","TRICHONI","38.602777","21.556388","PROASELLUS_COXALIS|TRICHONI_200404","PROASELLUS_COXALIS","PROASELLUS_COXALIS|TRICHONI_200404[1]PCoPa1","Pcoxalis|TRICHONI_200404_1ID","PROASELLUS_COXALIS"
"AM4;COI;COI;16S;28S","TRICHONI","38.602777","21.556388","PROASELLUS_MONODI|TRICHONI_200404","PROASELLUS_MONODI","PROASELLUS_MONODI|TRICHONI_200404[1]PMoTr1","Pmonodi|TRICHONI_200404_1ID","PROASELLUS_MONODI"
"AM4;COI;COI;COI;28S;16S","TRILLO","40.69067","-2.58333","BRAGASELLUS_LAGARI|TRILLO_200910","BRAGASELLUS_LAGARI","BRAGASELLUS_LAGARI|TRILLO_200910[1]BLaT1","Blagari|TRILLO_200910_1ID","BRAGASELLUS_LAGARI"
"28S;COI;AM4;16S;AM4;28S","TRILLO","40.69067","-2.58333","STENASELLUS_VIREI_VIREI|TRILLO_200910","STENASELLUS_VIREI_VIREI","STENASELLUS_VIREI_VIREI|TRILLO_200910[2v]SVVT1","Svireivirei|TRILLO_200910_1ID","STENASELLUS_VIREI_VIREI"
"28S;AM4;COI;16S","TRPEJCA","40.96057","20.782891","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI|TRPEJCA_200909","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI|TRPEJCA_200909[1]PAaT1","Parnautoviciarnautovici|TRPEJCA_200909_1ID","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI"
"COI;AM4;OPS2;OPS2;16S;OPS1;28S;28S","TURON","36.78994","-4.94127","PROASELLUS_BELLESI|TURON_200910","PROASELLUS_BELLESI","PROASELLUS_BELLESI|TURON_200910[1v]PBlT1","Pbellesi|TURON_200910_1ID","PROASELLUS_BELLESI"
"AM4;OPS1;OPS1;OPS2;COI;28S;16S","UBAO","43.00262","-2.40459","PROASELLUS_GUIPUZCOENSIS|UBAO_200906","PROASELLUS_GUIPUZCOENSIS","PROASELLUS_GUIPUZCOENSIS|UBAO_200906[B.]PGuU2","Pguipuzcoensis|UBAO_200906_2","PROASELLUS_GUIPUZCOENSIS"
"16S;COI;28S;28S;OPS1;OPS1;OPS2;AM4;AM4","UBAO","43.00262","-2.40459","PROASELLUS_GUIPUZCOENSIS|UBAO_200906","PROASELLUS_GUIPUZCOENSIS","PROASELLUS_GUIPUZCOENSIS|UBAO_200906[1.]PGuU1","Pguipuzcoensis|UBAO_200906_1ID","PROASELLUS_GUIPUZCOENSIS"
"16S;COI;COI;28S;28S;AM4;AM4","USTJE","45.864355","13.871591","PROASELLUS_SP|USTJE_201211","PROASELLUS_SP","PROASELLUS_SP|USTJE_201211[L]PspU1","Psp|USTJE_201211_1","PROASELLUS_ISTRIANUS"
"AM4;28S;28S;16S;COI","UTHURRIA","43.233861","-0.917346","PROASELLUS_VANDELI|UTHURRIA_201005","PROASELLUS_VANDELI","PROASELLUS_VANDELI|UTHURRIA_201005[2]PVaU1","Pvandeli|UTHURRIA_201005_1ID","PROASELLUS_VANDELI"
"COI;16S;AM4;OPS2;OPS2;28S","VALPORQU","42.90665","-5.56286","BRAGASELLUS_MOLINAI|VALPORQU_201010","BRAGASELLUS_MOLINAI","BRAGASELLUS_MOLINAI|VALPORQU_201010[1]BMoV1","Bmolinai|VALPORQU_201010_1ID","BRAGASELLUS_MOLINAI"
"AM4;16S;COI;28S","VALPORQU","42.90665","-5.56286","BRAGASELLUS_MOLINAI|VALPORQU_201010","BRAGASELLUS_MOLINAI","BRAGASELLUS_MOLINAI|VALPORQU_201010[B]BMoV3","Bmolinai|VALPORQU_201010_3","BRAGASELLUS_MOLINAI"
"16S;28S;AM4;COI","VARSOURC","44.238335","6.751532","PROASELLUS_SYNASELLOIDES|VARSOURC_201410","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|VARSOURC_201410[A1]PSVs1","Psynaselloides|VARSOURCE_201410_1","PROASELLUS_SYNASELLOIDES"
"28S;COI;AM4;16S;16S","VAUCLUS","43.91861","5.131944","PROASELLUS_SYNASELLOIDES|VAUCLUS_200703","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|VAUCLUS_200703[B]PSFV2","Psynaselloides|VAUCLUS_200703_2","PROASELLUS_N_SP_VERCLAUSE"
"OPS2;AM4;COI;16S;28S","VELEZ","36.85189","-4.13523","PROASELLUS_COMASI|VELEZ_200910","PROASELLUS_COMASI","PROASELLUS_COMASI|VELEZ_200910[B]PCmV1","Pcomasi|VELEZ_200910_1","PROASELLUS_COMASI"
"COI;16S;16S;AM4;28S","VELIDAB","41.007464","20.755653","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI|VELIDAB_200909","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI|VELIDAB_200909[1]PAaV1","Parnautoviciarnautovici|VELIDAB_200909_1ID","PROASELLUS_ARNAUTOVICI_ARNAUTOVICI"
"AM4;COI;28S;16S","VERCLAUS","44.38028","5.4259","PROASELLUS_N_SP_VERCLAUSE|VERCLAUS_201002","PROASELLUS_N_SP_VERCLAUSE","PROASELLUS_N_SP_VERCLAUSE|VERCLAUS_201002[1]PspE1","PnspVerclause|VERCLAUS_201002_1ID","PROASELLUS_N_SP_VERCLAUSE"
"COI;28S;28S;AM4;16S;AM4","VIELVIC","44.40788","3.94862","PROASELLUS_WALTERI|VIELVIC_201407","PROASELLUS_WALTERI","PROASELLUS_WALTERI|VIELVIC_201407[AJ1]A2","Pwalteri|VIELVIC_201407_A2ID","PROASELLUS_WALTERI"
"COI;28S;16S;AM4","VINCENT","44.45945","1.29973","PROASELLUS_CLAUDEI|VINCENT_201011","PROASELLUS_CLAUDEI","PROASELLUS_CLAUDEI|VINCENT_201011[1]PClV1","Pclaudei|VINCENT_201011_1ID","PROASELLUS_CLAUDEI"
"COI;16S;AM4;28S","VINCENT","44.45945","1.29973","PROASELLUS_CLAUDEI|VINCENT_201011","PROASELLUS_CLAUDEI","PROASELLUS_CLAUDEI|VINCENT_201011[B]PClV2","Pclaudei|VINCENT_201011_2","PROASELLUS_CLAUDEI"
"COI;16S;28S;AM4;AM4","VIOLETTE","45.93667","5.531667","PROASELLUS_SYNASELLOIDES|VIOLETTE_200707","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|VIOLETTE_200707[10]PSV1","Psynaselloides|VIOLETTE_200707_1ID","PROASELLUS_SYNASELLOIDES"
"28S;AM4;COI;16S","VOPICINA","45.701729","13.794054","PROASELLUS_BANYULENSIS_TERGESTINUS|VOPICINA_201504","PROASELLUS_BANYULENSIS_TERGESTINUS","PROASELLUS_BANYULENSIS_TERGESTINUS|VOPICINA_201504[B1]PCoVo1","Pbanyulensis_tergestinus|VOPICINA_201504_1","PROASELLUS_BANYULENSIS_TERGESTINUS"
"16S;28S;28S;COI;16S;AM4;COI","YUSOREIN","43.0215","-4.86578","BRAGASELLUS_ESCOLAI|YUSOREIN_200906","BRAGASELLUS_ESCOLAI","BRAGASELLUS_ESCOLAI|YUSOREIN_200906[I3]BEY3","Bescolai|YUSOREIN_200906_3","SYNASELLUS_SP_YUSO"
"COI;AM4;16S;28S;28S;OPS2;OPS2","YUSOREIN","43.0215","-4.86578","BRAGASELLUS_ESCOLAI|YUSOREIN_200906","BRAGASELLUS_ESCOLAI","BRAGASELLUS_ESCOLAI|YUSOREIN_200906[1.]BEY1","Bescolai|YUSOREIN_200906_1ID","BRAGASELLUS_ESCOLAI"
"AM4;28S;16S;COI;COI;16S","YUSOREIN","43.0215","-4.86578","SYNASELLUS_BRAGAIANUS|YUSOREIN_200906","SYNASELLUS_BRAGAIANUS","SYNASELLUS_BRAGAIANUS|YUSOREIN_200906[B.]SyBY1","SYbragaianus|YUSOREIN_200906_1","SYNASELLUS_BRAGAIANUS"
"16S;COI;28S;AM4","ZALOSCE","45.88808","13.74331","PROASELLUS_INTERMEDIUS_MERIDIONALIS|ZALOSCE_201008","PROASELLUS_INTERMEDIUS_MERIDIONALIS","PROASELLUS_INTERMEDIUS_MERIDIONALIS|ZALOSCE_201008[B]PIZ3","Pintermediusmeridionalis|ZALOSCE_201008_3","PROASELLUS_INTERMEDIUS_MERIDIONALIS"
